District,Venue Type,Venue Name,Physical Address,Latitude,Longitude,Region
Central Wheatbelt,Ordinary Polling Place,Bruce Rock Shire Hall,"54 Johnson Street, BRUCE ROCK WA 6418",-31.873756,118.148770,Agricultural
Central Wheatbelt,Ordinary Polling Place,Corrigin Senior Citizens Centre,"8 Lynch Street, CORRIGIN WA 6375",-32.331911,117.875984,Agricultural
Central Wheatbelt,Ordinary Polling Place,Cunderdin District High School,"Cubbine Street, CUNDERDIN WA 6407",-31.65534,117.24454,Agricultural
Central Wheatbelt,Ordinary Polling Place,Dowerin Lesser Hall,"15 Cottrell Street, DOWERIN WA 6461",-31.19396,117.03249,Agricultural
Central Wheatbelt,Ordinary Polling Place,Goomalling Community Resource Centre,"51 - 53 Railway Terrace, GOOMALLING WA 6460",-31.299118,116.826801,Agricultural
Central Wheatbelt,Mobile Polling Place,Goomalling Health Service,"Forest Street, GOOMALLING WA 6460",-31.30368,116.83111,Agricultural
Central Wheatbelt,Ordinary Polling Place,Grass Valley Hall,"67 Wilson Street, GRASS VALLEY WA 6403",-31.636046,116.795558,Agricultural
Central Wheatbelt,Ordinary Polling Place,Greenhills Hall,"Greenhills Road, GREENHILLS WA 6302",-31.9207,116.963939,Agricultural
Central Wheatbelt,Ordinary Polling Place,Hyden Community Resource Centre,"40 Naughton Street, HYDEN WA 6359",-32.448667,118.8604,Agricultural
Central Wheatbelt,Ordinary Polling Place,Kellerberrin Memorial Hall,"Lot/56 Massingham Street, KELLERBERRIN WA 6410",-31.63363,117.72171,Agricultural
Central Wheatbelt,Ordinary Polling Place,Kondinin Primary School,"75 Graham Street, KONDININ WA 6367",-32.49388,118.26443,Agricultural
Central Wheatbelt,Ordinary Polling Place,Koorda Emergency Centre,"21 Ninghan Road, KOORDA WA 6475",-30.82600,117.48444,Agricultural
Central Wheatbelt,Mobile Polling Place,Kununoppin Health Service,"Leake Street, KUNUNOPPIN WA 6489",-31.10963,117.92268,Agricultural
Central Wheatbelt,Ordinary Polling Place,Meckering Primary School,"14 Knight Street, MECKERING WA 6405",-31.62815,117.01055,Agricultural
Central Wheatbelt,Ordinary Polling Place,Merredin Community Resource Centre,"110 Barrack Street, MERREDIN WA 6415",-31.4819695,118.2808343,Agricultural
Central Wheatbelt,Mobile Polling Place,Merredin Hospital,"Merredin Hospital, Kitchener Road, MERREDIN WA 6415",-31.484923,118.276426,Agricultural
Central Wheatbelt,Ordinary Polling Place,Merredin Senior Centre,"15 French Avenue, MERREDIN WA 6415",-31.485621,118.277671,Agricultural
Central Wheatbelt,Ordinary Polling Place,Mukinbudin Shire Chambers,"15 Maddock Street, MUKINBUDIN WA 6479",-30.91595,118.20748,Agricultural
Central Wheatbelt,Ordinary Polling Place,Narembeen District High School,"7 Ada Street, NAREMBEEN WA 6369",-32.06311,118.39134,Agricultural
Central Wheatbelt,Mobile Polling Place,Northam District Hospital,"50 Robinson Street , NORTHAM WA 6401",-31.648644,116.658297,Agricultural
Central Wheatbelt,Ordinary Polling Place,Northam Memorial Hall,"265 Fitzgerald Street, NORTHAM WA 6401",-31.655863,116.669392,Agricultural
Central Wheatbelt,Ordinary Polling Place,Northam Primary School,"14 Duke Street, NORTHAM WA 6401",-31.6514,116.67616,Agricultural
Central Wheatbelt,Ordinary Polling Place,Nungarin Primary School,"Danberrin Road, NUNGARIN WA 6490",-31.18759,118.101059,Agricultural
Central Wheatbelt,Ordinary Polling Place,Pingelly Town Hall,"20 Parade Street, PINGELLY WA 6308",-32.53476,117.08428,Agricultural
Central Wheatbelt,Ordinary Polling Place,Quairading Town Hall,"2 Jennaberring Road, QUAIRADING WA 6383",-32.00997,117.4018,Agricultural
Central Wheatbelt,Ordinary Polling Place,Southern Cross Community Centre,"Antares Street, SOUTHERN CROSS WA 6426",-31.231243,119.328169,Agricultural
Central Wheatbelt,Ordinary Polling Place,Tammin Lesser Hall,"1 Donnan Street, TAMMIN WA 6409",-31.6414415,117.4840623,Agricultural
Central Wheatbelt,Ordinary Polling Place,Trayning Community Centre,"Railway Street, TRAYNING WA 6488",-31.114487,117.792347,Agricultural
Central Wheatbelt,Ordinary Polling Place,Wandering Primary School,"2 Watts Street, WANDERING WA 6308",-32.677287,116.672868,Agricultural
Central Wheatbelt,Ordinary Polling Place,Westonia Shire Office,"41 Wolfram Street, WESTONIA WA 6423",-31.30224,118.69695,Agricultural
Central Wheatbelt,Ordinary Polling Place,Wongan Hills Community Resource Centre,"The Station, Lot/1 Wongan Road, WONGAN HILLS WA 6603",-30.89305,116.71624,Agricultural
Central Wheatbelt,Ordinary Polling Place,Wundowie Primary School,"Boronia Avenue, WUNDOWIE WA 6560",-31.761234,116.382921,Agricultural
Central Wheatbelt,Ordinary Polling Place,Wyalkatchem Community Resource Centre,"Lot/5700 Railway Tce, WYALKATCHEM WA 6485",-31.17983,117.37947,Agricultural
Central Wheatbelt,Ordinary Polling Place,York District High School,"2 Trews Road, YORK WA 6302",-31.893065,116.759925,Agricultural
Churchlands,Ordinary Polling Place,Churchlands Primary School,"Cromarty Road, FLOREAT WA 6014",-31.926820,115.794791,North Metropolitan
Churchlands,Ordinary Polling Place,City Beach Primary School,"30 Marapana Road, CITY BEACH WA 6015",-31.93599,115.76495,North Metropolitan
Churchlands,Ordinary Polling Place,Floreat Park Primary School,"38 Chandler Avenue West, FLOREAT WA 6014",-31.93674,115.79141,North Metropolitan
Churchlands,Ordinary Polling Place,Floreat Primary - Early Education Centre,"Birkdale Street, FLOREAT WA 6014",-31.939071,115.801567,North Metropolitan
Churchlands,Ordinary Polling Place,Kapinara Primary School,"2 Catesby Street, CITY BEACH WA 6015",-31.92549,115.76243,North Metropolitan
Churchlands,Ordinary Polling Place,Lake Monger Primary School,"Dodd Street, WEMBLEY WA 6014",-31.92438,115.82164,North Metropolitan
Churchlands,Mobile Polling Place,MercyCare Residential Aged Care,"18 Barrett Street, WEMBLEY WA 6014",-31.938301,115.823156,North Metropolitan
Churchlands,Mobile Polling Place,Ocean Gardens Retirement Village,"60 Kalinda Drive, CITY BEACH WA 6015",-31.930526,115.770286,North Metropolitan
Churchlands,Mobile Polling Place,Parkland Villas Woodlands,"52-54 Liege Street, Woodlands WA 6018",-31.90514,115.799636,North Metropolitan
Churchlands,Ordinary Polling Place,Wembley Downs Primary School,"Bournemouth Crescent, WEMBLEY DOWNS WA 6019",-31.91095,115.77102,North Metropolitan
Churchlands,Ordinary Polling Place,Wembley Primary School,"41 Grantham Street, WEMBLEY WA 6014",-31.93462,115.80972,North Metropolitan
Churchlands,Ordinary Polling Place,West Leederville Primary School,"58 Northwood Street, WEST LEEDERVILLE WA 6007",-31.93914,115.83247,North Metropolitan
Churchlands,Ordinary Polling Place,WestCity Church - Wembley,"63 Nanson Street, WEMBLEY WA 6014",-31.93560,115.81509,North Metropolitan
Churchlands,Ordinary Polling Place,Woodlands Primary School,"7 Bentwood Avenue, WOODLANDS WA 6018",-31.91029,115.78965,North Metropolitan
Cockburn,Mobile Polling Place,Amberley Lodge and Aged Care,"30 Mell Road, SPEARWOOD WA 6163",-32.10945,115.778815,South Metropolitan
Cockburn,Ordinary Polling Place,Beeliar Primary School,"86 The Grange , BEELIAR WA 6164",-32.13237,115.82130,South Metropolitan
Cockburn,Ordinary Polling Place,Coogee Primary School,"22 Mayor Road, COOGEE WA 6166",-32.12648,115.77172,South Metropolitan
Cockburn,Ordinary Polling Place,Jandakot Primary School,"53 Baningan Avenue, SUCCESS WA 6164",-32.138897,115.84643,South Metropolitan
Cockburn,Ordinary Polling Place,Mater Christi Catholic Primary School,"340 Yangebup Road, YANGEBUP WA 6164",-32.12409,115.82614,South Metropolitan
Cockburn,Ordinary Polling Place,Newton Primary School,"4 Marvell Avenue, SPEARWOOD WA 6163",-32.11146,115.78898,South Metropolitan
Cockburn,Ordinary Polling Place,South Coogee Primary School,"40 Ivankovich Avenue, BEELIAR WA 6164",-32.12909,115.79767,South Metropolitan
Cockburn,Ordinary Polling Place,Spearwood Primary School,"73 Gerald Street, SPEARWOOD WA 6163",-32.101155,115.787647,South Metropolitan
Cockburn,Ordinary Polling Place,St Jerome's School,"38 Troode Street, MUNSTER WA 6166",-32.12115000,115.78257000,South Metropolitan
Cockburn,Ordinary Polling Place,St Michael Church,"15 Mell Road, SPEARWOOD WA 6163",-32.110160,115.776769,South Metropolitan
Cockburn,Ordinary Polling Place,Success Primary School,"390 Wentworth Parade, SUCCESS WA 6164",-32.15304,115.84964,South Metropolitan
Cockburn,Ordinary Polling Place,Yangebup Primary School,"55 Moorhen Drive, YANGEBUP WA 6164",-32.11967,115.81949,South Metropolitan
Collie-Preston,Ordinary Polling Place,Allanson Primary School,"25 Cameron Street, ALLANSON WA 6225",-33.335871,116.098570,South West
Collie-Preston,Ordinary Polling Place,Australind Community Hall,"Mulgara Street , AUSTRALIND WA 6233",-33.27979,115.71670,South West
Collie-Preston,Ordinary Polling Place,Balingup Primary School,"Steere Street, BALINGUP WA 6253",-33.786805,115.982159,South West
Collie-Preston,Mobile Polling Place,Bethanie Fields Village,"111 Eaton Drive , EATON WA 6232",-33.314911,115.724323,South West
Collie-Preston,Ordinary Polling Place,Boyanup Primary School,"45 Thomas Street, BOYANUP WA 6237",-33.48606,115.73001,South West
Collie-Preston,Ordinary Polling Place,Capel Community Centre,"35 Forrest Road, CAPEL WA 6271",-33.553736,115.562782,South West
Collie-Preston,Ordinary Polling Place,Clifton Park Primary School,"Lucy Victoria Avenue , CLIFTON PARK WA 6233",-33.30850,115.71100,South West
Collie-Preston,Mobile Polling Place,Collie District Hospital,"Deakin Street, COLLIE WA 6225",-33.351414,116.16183,South West
Collie-Preston,Ordinary Polling Place,Collie Senior High School,"Wittenoom Street, COLLIE WA 6225",-33.36280,116.15671,South West
Collie-Preston,Ordinary Polling Place,Dardanup Hall,"19 Ferguson Road, DARDANUP WA 6236",-33.398483,115.757028,South West
Collie-Preston,Mobile Polling Place,Donnybrook District Hospital,"Bentley Street, DONNYBROOK WA 6239",-33.576804,115.816577,South West
Collie-Preston,Ordinary Polling Place,Donnybrook Soldiers Memorial Hall,"1 Bentley Street, DONNYBROOK WA 6239",-33.575945,115.823174,South West
Collie-Preston,Ordinary Polling Place,Eaton Community College,"20 Recreation Drive, EATON WA 6232",-33.31865,115.72104,South West
Collie-Preston,Ordinary Polling Place,Eaton Hall,"Pratt Road, EATON WA 6232",-33.312771,115.699838,South West
Collie-Preston,Ordinary Polling Place,Ferguson Hall,"Ferguson Road, FERGUSON WA 6236",-33.431638,115.837585,South West
Collie-Preston,Ordinary Polling Place,Gelorup Community Centre,"40 Hasties Road, GELORUP WA 6230",-33.409916,115.641645,South West
Collie-Preston,Ordinary Polling Place,Kirup Hall,"South Western Hwy, KIRUP WA 6251",-33.7058,115.893,South West
Collie-Preston,Ordinary Polling Place,Margaretta Wilson Centre,"99 Forrest Street, COLLIE WA 6225",-33.358590,116.151999,South West
Collie-Preston,Ordinary Polling Place,North Collie Hall,"Princep Street, COLLIE WA 6225",-33.343030,116.161387,South West
Collie-Preston,Ordinary Polling Place,River Valley Primary School,"51 Russell Road, BUREKUP WA 6227",-33.30844,115.81494,South West
Collie-Preston,Mobile Polling Place,Tuia Lodge,"30 Allnutt Street, DONNYBROOK WA 6239",-33.577516,115.815886,South West
Collie-Preston,Mobile Polling Place,Valley View Residence,"3-5 Vernon Street, COLLIE WA 6225",-33.350472,116.163318,South West
Collie-Preston,Ordinary Polling Place,Wilson Park Primary School,"Porter Street, COLLIE WA 6225",-33.366243,116.139232,South West
Collie-Preston,Ordinary Polling Place,Yabberup Hall,"5 Yabberup Road, LOWDEN WA 6240",-33.537189,116.007369,South West
Cottesloe,Mobile Polling Place,Alfred Carson Lodge - Aegis Aged Care Group,"30 Bay Road, CLAREMONT WA 6010",-31.984354,115.789904,North Metropolitan
Cottesloe,Mobile Polling Place,Amana Living - Dorothy Genders Village,"99 McCabe Street, MOSMAN PARK WA 6012",-32.018478,115.768956,North Metropolitan
Cottesloe,Mobile Polling Place,Bethesda Hospital,"25 Queenslea Drive, CLAREMONT WA 6010",-31.987935,115.778784,North Metropolitan
Cottesloe,Ordinary Polling Place,Cottesloe Civic Centre Lesser Hall,"109 Broome Street, COTTESLOE WA 6011",-31.993707,115.755708,North Metropolitan
Cottesloe,Ordinary Polling Place,Cottesloe Primary School,"530 Stirling Highway, PEPPERMINT GROVE WA 6011",-32.002046,115.760972,North Metropolitan
Cottesloe,Ordinary Polling Place,Freshwater Bay Primary School,"Bay View Terrace, CLAREMONT WA 6010",-31.98586,115.781940,North Metropolitan
Cottesloe,Mobile Polling Place,Graylands Hospital,"Brockway Road, MOUNT CLAREMONT WA 6010",-31.96225,115.789225,North Metropolitan
Cottesloe,Mobile Polling Place,Mercy Place - Mont Clar,"9 Dean Street, CLAREMONT WA 6010",-31.98391,115.775287,North Metropolitan
Cottesloe,Ordinary Polling Place,Mosman Park Primary School,"91 Victoria Street, MOSMAN PARK WA 6012",-32.011826,115.763146,North Metropolitan
Cottesloe,Ordinary Polling Place,Mount Claremont Primary School,"103 Alfred Road, MOUNT CLAREMONT WA 6010",-31.968405,115.783112,North Metropolitan
Cottesloe,Ordinary Polling Place,North Cottesloe Primary School,"100 Eric Street, COTTESLOE WA 6011",-31.98943,115.76542,North Metropolitan
Cottesloe,Ordinary Polling Place,North Fremantle Primary School,"30 John Street, NORTH FREMANTLE WA 6159",-32.034500,115.756978,North Metropolitan
Cottesloe,Mobile Polling Place,Regis Hillcrest,"23 Harvest Road North, NORTH FREMANTLE WA 6159",-32.033757,115.756361,North Metropolitan
Cottesloe,Mobile Polling Place,Riversea Hostel,"1 Wallace Lane, MOSMAN PARK WA 6012",-32.015616,115.756314,North Metropolitan
Cottesloe,Mobile Polling Place,Rocky Bay,"60 McCabe Street, Mosman Park WA 6012",-32.019651,115.765029,North Metropolitan
Cottesloe,Ordinary Polling Place,Saint Hilda's Anglican School for Girls - Chidley Campus,"McCabe Street, MOSMAN PARK WA 6012",-32.020387,115.773250,North Metropolitan
Cottesloe,Mobile Polling Place,St Louis Estate,"10 Albert Street, CLAREMONT WA 6010",-31.983729,115.774657,North Metropolitan
Cottesloe,Ordinary Polling Place,Swanbourne Primary School,"Narla Road, SWANBOURNE WA 6010",-31.973371,115.770230,North Metropolitan
Cottesloe,Mobile Polling Place,Wearne Hostel,"1 Gibney Street, COTTESLOE WA 6011",-32.009298,115.752984,North Metropolitan
Darling Range,Ordinary Polling Place,Armadale Primary School,"1 Carradine Road, ARMADALE WA 6112",-32.14763,116.02618,East Metropolitan
Darling Range,Ordinary Polling Place,Bedfordale District Hall,"Admiral Road, BEDFORDALE WA 6112",-32.193118,116.058597,East Metropolitan
Darling Range,Ordinary Polling Place,Bruno Gianetti Hall,"Munro Street, JARRAHDALE WA 6124",-32.337721,116.062471,East Metropolitan
Darling Range,Ordinary Polling Place,Byford Hall,"9 Clifton Street, BYFORD WA 6122",-32.220643,116.009357,East Metropolitan
Darling Range,Ordinary Polling Place,Clifton Hills Primary School,"50 Connell Avenue, KELMSCOTT WA 6111",-32.109033,116.021520,East Metropolitan
Darling Range,Mobile Polling Place,Graceford Hostel,"18 Turner Road, BYFORD WA 6122",-32.228879,116.003061,East Metropolitan
Darling Range,Mobile Polling Place,Karnet Prison Farm,"4 Kingsbury Drive, SERPENTINE WA 6125",-32.43962,116.07629,East Metropolitan
Darling Range,Ordinary Polling Place,Karragullen District Hall,"Old Station Road, KARRAGULLEN WA 6111",-32.085114,116.116987,East Metropolitan
Darling Range,Ordinary Polling Place,Kelmscott Primary School,"River Road, KELMSCOTT WA 6111",-32.11959,116.02049,East Metropolitan
Darling Range,Mobile Polling Place,Kelmscott River Gardens Aged Care,"89 Clifton Street, KELMSCOTT WA 6111",-32.114453,116.019823,East Metropolitan
Darling Range,Ordinary Polling Place,Kwinana South Bush Fire Brigade,"Cnr Mortimer and Barker Road, WELLARD WA 6170",-32.255845,115.872383,East Metropolitan
Darling Range,Ordinary Polling Place,Marri Grove Primary School,"Larson Road, BYFORD WA 6122",-32.21192,116.00508,East Metropolitan
Darling Range,Ordinary Polling Place,Mundaring Hall,"Cnr Jacoby and Nichol Streets, MUNDARING WA 6073",-31.903308,116.165493,East Metropolitan
Darling Range,Ordinary Polling Place,Mundijong Primary School,"Livesey Street, MUNDIJONG WA 6123",-32.290688,115.985171,East Metropolitan
Darling Range,Ordinary Polling Place,Oakford Community Hall,"Foxton Drive, OAKFORD WA 6121",-32.19056,115.91778,East Metropolitan
Darling Range,Ordinary Polling Place,Pickering Brook Primary School,"241 Pickering Brook Road, PICKERING BROOK WA 6076",-32.034876,116.131555,East Metropolitan
Darling Range,Ordinary Polling Place,Roleystone Hall,"44 Jarrah Road, ROLEYSTONE WA 6111",-32.112463,116.069288,East Metropolitan
Darling Range,Ordinary Polling Place,Serpentine Jarrahdale Community Recreation Centre,"Mead Street, BYFORD WA 6122",-32.22554,116.00053,East Metropolitan
Darling Range,Ordinary Polling Place,Serpentine Primary School,"45 Lefroy Street, SERPENTINE WA 6125",-32.36578,115.98092,East Metropolitan
Darling Range,Ordinary Polling Place,West Byford Primary School,"101 Kardan Boulevard, BYFORD WA 6122",-32.215274,115.979064,East Metropolitan
Dawesville,Mobile Polling Place,Brightwater Care Group,"35 Hudson Drive, DUDLEY PARK WA 6210",-32.55523,115.739168,South West
Dawesville,Ordinary Polling Place,Coodanup Community College,"Wanjeep Street, COODANUP WA 6210",-32.54713,115.75025,South West
Dawesville,Ordinary Polling Place,Dudley Park Primary School,"64 Gillark Street, DUDLEY PARK WA 6210",-32.54182,115.73561,South West
Dawesville,Ordinary Polling Place,Falcon Primary School,"30 Baloo Crescent, FALCON WA 6210",-32.59302,115.64322,South West
Dawesville,Ordinary Polling Place,Falcon Reserve Football Pavilion,"49 Lynda Street, FALCON WA 6210",-32.579044,115.661045,South West
Dawesville,Ordinary Polling Place,Glencoe Primary School,"12 Brigadoon Close, HALLS HEAD WA 6210",-32.542691,115.703856,South West
Dawesville,Ordinary Polling Place,Halls Head Primary School,"21 Oleander Place, HALLS HEAD WA 6210",-32.55072,115.69552,South West
Dawesville,Mobile Polling Place,Mandurah Care Facility,"1 Hungerford Avenue, HALLS HEAD WA 6210",-32.54291,115.707192,South West
Dawesville,Ordinary Polling Place,Mandurah Yacht Club,"Mary Street, HALLS HEAD WA 6210",-32.52247,115.70755,South West
Dawesville,Ordinary Polling Place,Metro Church Hall,"240 McLarty Road, HALLS HEAD WA 6210",-32.539634,115.693747,South West
Dawesville,Ordinary Polling Place,Ocean Road Primary School,"15 Ocean Road, DAWESVILLE WA 6211",-32.62423,115.63044,South West
Dawesville,Mobile Polling Place,Opal Aged Care,"83 Boundary Road, DUDLEY PARK WA 6210",-32.54137,115.736968,South West
Dawesville,Ordinary Polling Place,South Halls Head Primary School,"38 Karon Vista, HALLS HEAD WA 6210",-32.56410,115.67874,South West
Dawesville,Ordinary Polling Place,Southern Estuary Progress Association Hall,"Estuary Road, DAWESVILLE WA 6210",-32.609868,115.642650,South West
Dawesville,Mobile Polling Place,Wearne House,"7 Leslie Street, DUDLEY PARK WA 6210",-32.536196,115.720679,South West
Forrestfield,Ordinary Polling Place,Darling Range Sports College,"117 Berkshire Road, FORRESTFIELD WA 6058",-31.97593,116.009668,East Metropolitan
Forrestfield,Ordinary Polling Place,Dawson Park Primary School,"120 Bougainvillea Avenue, FORRESTFIELD WA 6058",-31.97835,115.99967,East Metropolitan
Forrestfield,Ordinary Polling Place,East Kenwick Primary School,"96 Kenwick Road, KENWICK WA 6107",-32.032309,115.980327,East Metropolitan
Forrestfield,Ordinary Polling Place,Edney Primary School,"204 Newburn Road, HIGH WYCOMBE WA 6057",-31.94738948,116.00703740,East Metropolitan
Forrestfield,Ordinary Polling Place,Forrestfield Primary School,"45 Sussex Road, FORRESTFIELD WA 6058",-31.99081,116.00824,East Metropolitan
Forrestfield,Ordinary Polling Place,High Wycombe Primary School,"60 Newburn Road, HIGH WYCOMBE WA 6057",-31.94029682,116.00279060,East Metropolitan
Forrestfield,Mobile Polling Place,Jeremiah Donovan House,"138 Lewis Road, FORRESTFIELD WA 6058",-31.995977,116.019933,East Metropolitan
Forrestfield,Ordinary Polling Place,Maida Vale Primary School,"310 Kalamunda Road, MAIDA VALE WA 6057",-31.949431,116.022876,East Metropolitan
Forrestfield,Ordinary Polling Place,Wattle Grove Primary School,"73 St John Road, WATTLE GROVE WA 6107",-31.996605,115.983154,East Metropolitan
Fremantle,Ordinary Polling Place,Beaconsfield Primary School,"5 Hale Street, BEACONSFIELD WA 6162",-32.069074,115.759048,South Metropolitan
Fremantle,Mobile Polling Place,Bethanie Illawong,"1 Rodd Place, HAMILTON HILL WA 6163",-32.092677,115.791608,South Metropolitan
Fremantle,Mobile Polling Place,Carrington Aged Care,"27 Ivermey Road, HAMILTON HILL WA 6163",-32.080663,115.779099,South Metropolitan
Fremantle,Mobile Polling Place,Carrington Lodge,"384 Carrington Street, HAMILTON HILL WA 6163",-32.080596,115.778832,South Metropolitan
Fremantle,Ordinary Polling Place,Christ The King School,"87 York Street, BEACONSFIELD WA 6162",-32.072125,115.773357,South Metropolitan
Fremantle,Ordinary Polling Place,East Fremantle Primary School,"8 Forrest Street, EAST FREMANTLE WA 6158",-32.04824,115.75961,South Metropolitan
Fremantle,Ordinary Polling Place,East Hamilton Hill Primary School,"27 Bradbury Road, HAMILTON HILL WA 6163",-32.07695,115.78954,South Metropolitan
Fremantle,Mobile Polling Place,Foley Village Independent Living,"84 Collick Street, HILTON WA 6163",-32.074139,115.789444,South Metropolitan
Fremantle,Mobile Polling Place,Fremantle Hospital,"Alma Street, FREMANTLE WA 6160",-32.057886,115.75220,South Metropolitan
Fremantle,Ordinary Polling Place,Fremantle Primary School,"1 Brennan Street, FREMANTLE WA 6160",-32.058634,115.753066,South Metropolitan
Fremantle,Ordinary Polling Place,Fremantle Town Hall,"William Street, FREMANTLE WA 6160",-32.05423,115.74774,South Metropolitan
Fremantle,Mobile Polling Place,Hilton Park Aged Care,"19 Laidlaw Street, HILTON WA 6163",-32.072669,115.790232,South Metropolitan
Fremantle,Ordinary Polling Place,Hilton Primary School,"21 Rennie Crescent North, HILTON WA 6163",-32.06803,115.78455,South Metropolitan
Fremantle,Ordinary Polling Place,Phoenix Primary School,"28 Phoenix Road, HAMILTON HILL WA 6163",-32.092476,115.778923,South Metropolitan
Fremantle,Ordinary Polling Place,Rottnest Island Picture Hall,"Brand Way, ROTTNEST ISLAND WA 6161",-31.997440,115.539865,South Metropolitan
Fremantle,Ordinary Polling Place,Southwell Primary School,"26 Grandpre Crescent, HAMILTON HILL WA 6163",-32.09019,115.78447,South Metropolitan
Fremantle,Ordinary Polling Place,Spearwood Primary School,"73 Gerald Street, SPEARWOOD WA 6163",-32.101155,115.787647,South Metropolitan
Fremantle,Mobile Polling Place,St Patrick's Community Support Centre,"12 Queen Victoria Street, FREMANTLE WA 6160",-32.0491,115.74991,South Metropolitan
Fremantle,Ordinary Polling Place,White Gum Valley Primary School,"29 Hope Street, WHITE GUM VALLEY WA 6162",-32.059055,115.765622,South Metropolitan
Geraldton,Ordinary Polling Place,Allendale Primary School,"52 Wittenoom Street, GERALDTON WA 6530",-28.76407,114.62322,Agricultural
Geraldton,Ordinary Polling Place,Bluff Point Primary School,"18 Mitchell Street, BLUFF POINT WA 6530",-28.73974,114.62270,Agricultural
Geraldton,Ordinary Polling Place,Cape Burney Volunteer Fire Brigade,"5 Hull Street, CAPE BURNEY WA 6532",-28.8607589,114.6418661,Agricultural
Geraldton,Ordinary Polling Place,Geraldton Primary School,"75 Fitzgerald Street, GERALDTON WA 6530",-28.778895,114.608055,Agricultural
Geraldton,Ordinary Polling Place,Geraldton Senior College,"Carson Terrace, GERALDTON WA 6530",-28.77988000,114.61173000,Agricultural
Geraldton,Mobile Polling Place,Greenough Regional Prison,"Edward Road, NARNGULU WA 6532",-28.83459,114.70078,Agricultural
Geraldton,Mobile Polling Place,Hillcrest Lodge,"40 Onslow Street, GERALDTON WA 6530",-28.785954,114.614212,Agricultural
Geraldton,Ordinary Polling Place,John Batten Drummond Cove Community Centre,"62 Whitehill Road, DRUMMOND COVE WA 6532",-28.670393,114.612293,Agricultural
Geraldton,Ordinary Polling Place,Moonyoonooka Polocrosse Club,"Geraldton-Mt Magnet Road, MOONYOONOOKA WA 6532",-28.78212,114.73445,Agricultural
Geraldton,Ordinary Polling Place,Mt Tarcoola Primary School,"57 Forden Street, MOUNT TARCOOLA WA 6530",-28.80037,114.62875,Agricultural
Geraldton,Mobile Polling Place,Nazareth House,"17 Crowtherton Street, BLUFF POINT WA 6530",-28.728977,114.622472,Agricultural
Geraldton,Ordinary Polling Place,Queen Elizabeth II Centre,"88 Durlacher Street, GERALDTON WA 6530",-28.77575,114.61404,Agricultural
Geraldton,Ordinary Polling Place,Rangeway Primary School,"4 Cassia Street, RANGEWAY WA 6530",-28.77983,114.62863,Agricultural
Geraldton,Ordinary Polling Place,Spalding Family Centre,"75 Mitchell Street, SPALDING WA 6530",-28.741520,114.629961,Agricultural
Geraldton,Ordinary Polling Place,Waggrakine Primary School,"9 Hall Road, WAGGRAKINE WA 6530",-28.718264,114.637503,Agricultural
Geraldton,Ordinary Polling Place,Walkaway Primary School,"8 Evans Road, WALKAWAY WA 6528",-28.939752,114.799222,Agricultural
Geraldton,Ordinary Polling Place,Wandina Primary School,"Lot/475 Ajax Drive, WANDINA WA 6530",-28.81693300,114.63564900,Agricultural
Girrawheen,Ordinary Polling Place,Ashdale Primary School,"51 Ashdale Boulevard, DARCH WA 6065",-31.80856,115.84383,North Metropolitan
Girrawheen,Ordinary Polling Place,Hudson Park Primary School,"23 Arnos Way, GIRRAWHEEN WA 6064",-31.83985,115.83706,North Metropolitan
Girrawheen,Mobile Polling Place,Italian Community Nursing Home,"33 Kent Road, MARANGAROO WA 6064",-31.830094,115.822304,North Metropolitan
Girrawheen,Ordinary Polling Place,Landsdale Primary School,"The Broadview , LANDSDALE WA 6065",-31.80382,115.86241,North Metropolitan
Girrawheen,Ordinary Polling Place,Madeley Primary School,"Martindale Avenue, MADELEY WA 6065",-31.806639,115.829737,North Metropolitan
Girrawheen,Ordinary Polling Place,Marangaroo Family Centre,"46 Highclere Boulevard, MARANGAROO WA 6064",-31.830601,115.839525,North Metropolitan
Girrawheen,Ordinary Polling Place,Marangaroo Primary School,"88 Giralt Road, MARANGAROO WA 6064",-31.82843,115.82705,North Metropolitan
Girrawheen,Ordinary Polling Place,Rawlinson Primary School,"27 Rawlinson Drive, MARANGAROO WA 6064",-31.83,115.84409,North Metropolitan
Girrawheen,Ordinary Polling Place,Roseworth Primary School,"30 Stebbing Way, GIRRAWHEEN WA 6064",-31.84076,115.85322,North Metropolitan
Hillarys,Ordinary Polling Place,Craigie Heights Primary School,"47 Spinaway Street, CRAIGIE WA 6025",-31.78955,115.76075,North Metropolitan
Hillarys,Ordinary Polling Place,Hillarys Primary School,"75 Lymburner Drive, HILLARYS WA 6025",-31.812603,115.752860,North Metropolitan
Hillarys,Ordinary Polling Place,Padbury Primary School,"MacDonald Avenue, PADBURY WA 6025",-31.80478,115.76064,North Metropolitan
Hillarys,Ordinary Polling Place,Sacred Heart College,"15 Hocking Parade, SORRENTO WA 6020",-31.82664,115.74766,North Metropolitan
Hillarys,Ordinary Polling Place,Sorrento Primary School,"14 Elfreda Avenue, SORRENTO WA 6020",-31.83104,115.76071,North Metropolitan
Hillarys,Ordinary Polling Place,South Padbury Primary School,"56 Warburton Avenue, PADBURY WA 6025",-31.81174,115.76420,North Metropolitan
Hillarys,Ordinary Polling Place,Springfield Primary School,"31 Bridgewater Drive, KALLAROO WA 6025",-31.792983,115.750666,North Metropolitan
